1,the family cell,la cellule familiale,a relative / a parent,un parent (sens large) / père ou mère,1,0,1,1,1,1,1
2,0,0,0,0,2,0,1,1,1,1,1
3,0,0,NULL,NULL,3,0,1,1,1,1,1
4,0,0,NULL,NULL,3,0,1,1,1,1,1
5,0,0,0,0,3,0,1,1,1,1,1
6,0,0,0,0,3,0,1,1,1,1,1
7,0,0,NULL,NULL,3,0,1,1,1,1,1
8,0,0,NULL,NULL,4,0,1,1,1,1,1
9,0,0,NULL,NULL,4,0,1,1,1,1,1
10,0,0,NULL,NULL,4,0,1,1,1,1,1
11,0,0,0,0,4,0,1,1,1,1,1
12,0,0,NULL,NULL,4,0,1,1,1,1,1
13,0,0,NULL,NULL,5,0,1,1,1,1,1
14,0,0,NULL,NULL,5,0,1,1,1,1,1
15,0,0,NULL,NULL,5,0,1,1,1,1,1
16,0,0,0,0,5,0,1,1,1,1,1
17,0,0,NULL,NULL,5,0,1,1,1,1,1
18,0,0,NULL,NULL,5,0,1,1,1,1,1
19,0,0,NULL,NULL,5,0,1,1,1,1,1
20,0,0,NULL,NULL,5,0,1,1,1,1,1
21,0,0,NULL,NULL,5,0,1,1,1,1,1
22,0,0,NULL,NULL,6,0,1,1,1,1,1
23,0,0,NULL,NULL,7,0,1,1,1,1,1
24,0,0,NULL,NULL,8,1,1,1,1,1,2
25,0,0,0,0,9,1,1,1,1,1,2
26,0,0,NULL,NULL,9,1,1,1,1,1,2
27,0,0,NULL,NULL,10,1,1,1,1,1,2
28,0,0,NULL,NULL,11,1,1,1,1,1,2
29,0,0,NULL,NULL,12,1,1,1,1,1,2
30,0,0,NULL,NULL,13,1,1,1,1,1,2
31,0,0,NULL,NULL,14,1,1,1,1,1,2
32,0,0,NULL,NULL,14,1,1,1,1,1,2
33,0,0,NULL,NULL,14,1,1,1,1,1,2
34,0,0,NULL,NULL,14,1,1,1,1,1,2
35,0,0,NULL,NULL,15,2,1,1,1,1,2
36,0,0,NULL,NULL,16,2,1,1,1,1,2
37,0,0,NULL,NULL,16,2,1,1,1,1,2
38,0,0,NULL,NULL,17,3,1,1,1,2,0
39,0,0,NULL,NULL,17,3,1,1,1,2,0
40,0,0,NULL,NULL,17,3,1,1,1,2,0
41,0,0,NULL,NULL,17,3,1,1,1,2,0
42,0,0,0,0,17,3,1,1,1,2,0
43,0,0,0,_,18,3,1,1,1,2,0
44,0,0,NULL,NULL,18,3,1,1,1,2,0
45,0,0,,_,18,3,1,1,1,2,0
46,0,0,NULL,NULL,18,3,1,1,1,2,0
47,0,0,NULL,NULL,18,3,1,1,1,2,0
48,0,0,NULL,NULL,19,3,1,1,1,2,0
49,0,0,NULL,NULL,19,3,1,1,1,2,0
50,0,0,0,0,19,3,1,1,1,2,0
51,0,0,NULL,NULL,19,3,1,1,1,2,0
52,0,0,NULL,NULL,20,3,1,1,1,2,0
53,0,0,NULL,NULL,20,3,1,1,1,2,0
54,0,0,0,0,20,3,1,1,1,2,0
55,0,0,NULL,NULL,20,3,1,1,1,2,0
56,0,0,0,0,21,3,1,1,1,2,0
57,0,0,NULL,NULL,22,3,1,1,1,2,0
58,0,0,NULL,NULL,22,3,1,1,1,2,0
59,0,0,NULL,NULL,22,3,1,1,1,2,0
60,0,0,0,0,23,3,1,1,1,2,0
61,0,0,NULL,NULL,23,3,1,1,1,2,0
62,0,0,NULL,NULL,23,3,1,1,1,2,0
63,0,0,NULL,NULL,23,3,1,1,1,2,0
64,0,0,0,0,24,3,1,1,1,2,0
65,0,0,NULL,NULL,24,3,1,1,1,2,0
66,0,0,NULL,NULL,24,3,1,1,1,2,0
67,0,0,0,0,24,3,1,1,1,2,0
68,0,0,0,0,25,4,1,1,1,2,0
69,0,0,NULL,NULL,26,4,1,1,1,2,0
70,0,0,NULL,NULL,27,5,1,1,1,2,0
71,0,0,NULL,NULL,28,5,1,1,1,2,0
72,0,0,NULL,NULL,29,5,1,1,1,2,0
73,0,0,NULL,NULL,30,5,1,1,1,2,0
74,0,0,NULL,NULL,31,6,1,1,2,3,0
75,0,0,0,_,32,6,1,1,2,3,0
76,0,0,NULL,NULL,33,6,1,1,2,3,0
77,0,0,NULL,NULL,34,6,1,1,2,3,0
78,0,0,NULL,NULL,35,6,1,1,2,3,0
79,0,0,0,0,36,7,1,1,2,3,0
80,0,0,NULL,NULL,37,7,1,1,2,3,0
81,0,0,NULL,NULL,38,7,1,1,2,3,0
82,0,0,NULL,NULL,39,7,1,1,2,3,0
83,0,0,NULL,NULL,40,8,1,1,2,3,0
84,0,0,0,0,41,8,1,1,2,3,0
85,0,0,NULL,NULL,42,8,1,1,2,3,0
86,0,0,NULL,NULL,43,8,1,1,2,3,0
87,0,0,NULL,NULL,44,8,1,1,2,3,0
88,0,0,NULL,NULL,45,8,1,1,2,3,0
89,0,0,NULL,NULL,46,9,1,1,2,4,0
90,0,0,NULL,NULL,47,9,1,1,2,4,0
91,0,0,NULL,NULL,47,9,1,1,2,4,0
92,0,0,NULL,NULL,47,9,1,1,2,4,0
93,0,0,NULL,NULL,47,9,1,1,2,4,0
94,0,0,NULL,NULL,48,9,1,1,2,4,0
95,0,0,NULL,NULL,49,9,1,1,2,4,0
96,0,0,NULL,NULL,50,9,1,1,2,4,0
97,0,0,NULL,NULL,51,9,1,1,2,4,0
98,0,0,NULL,NULL,52,9,1,1,2,4,0
99,0,0,NULL,NULL,53,9,1,1,2,4,0
100,0,0,0,0,54,9,1,1,2,4,0
101,0,0,NULL,NULL,55,9,1,1,2,4,0
102,0,0,NULL,NULL,56,10,1,1,2,4,0
103,0,0,NULL,NULL,57,10,1,1,2,4,0
104,0,0,NULL,NULL,58,10,1,1,2,4,0
105,0,0,0,0,59,10,1,1,2,4,0
106,0,0,NULL,NULL,60,10,1,1,2,4,0
107,0,0,NULL,NULL,61,10,1,1,2,4,0
108,0,0,NULL,NULL,62,10,1,1,2,4,0
109,0,0,NULL,NULL,63,10,1,1,2,4,0
110,0,0,0,_,64,10,1,1,2,4,0
111,0,0,0,0,65,10,1,1,2,4,0
112,0,0,NULL,NULL,66,10,1,1,2,4,0
113,0,0,NULL,NULL,67,10,1,1,2,4,0
114,0,0,0,0,68,10,1,1,2,4,0
115,0,0,NULL,NULL,69,10,1,1,2,4,0
116,0,0,NULL,NULL,70,10,1,1,2,4,0
117,0,0,0,0,71,11,1,1,2,4,0
118,0,0,NULL,NULL,72,11,1,1,2,4,0
119,0,0,0,0,73,11,1,1,2,4,0
120,0,0,NULL,NULL,74,11,1,1,2,4,0
121,0,0,NULL,NULL,75,11,1,1,2,4,0
122,0,0,NULL,NULL,76,11,1,1,2,4,0
123,0,0,0,0,77,11,1,1,2,4,0
124,0,0,NULL,NULL,78,11,1,1,2,4,0
125,0,0,NULL,NULL,79,11,1,1,2,4,0
126,0,0,NULL,NULL,80,11,1,1,2,4,0
127,0,0,NULL,NULL,81,11,1,1,2,4,0
128,0,0,NULL,NULL,81,12,1,1,2,5,0
129,0,0,NULL,NULL,82,12,1,1,2,5,0
130,0,0,NULL,NULL,83,12,1,1,2,5,0
131,0,0,NULL,NULL,84,12,1,1,2,5,0
132,0,0,NULL,NULL,85,12,1,1,2,5,0
133,0,0,NULL,NULL,86,12,1,1,2,5,0
134,0,0,NULL,NULL,87,12,1,1,2,5,0
135,0,0,0,_,88,12,1,1,2,5,0
136,0,0,NULL,NULL,89,12,1,1,2,5,0
137,0,0,0,_,90,12,1,1,2,5,0
138,0,0,0,_,91,12,1,1,2,5,0
139,0,0,NULL,NULL,92,12,1,1,2,5,0
140,0,0,NULL,NULL,93,12,1,1,2,5,0
141,0,0,NULL,NULL,94,12,1,1,2,5,0
142,0,0,NULL,NULL,95,13,1,1,2,5,0
143,0,0,NULL,NULL,96,13,1,1,2,5,0
144,0,0,NULL,NULL,97,13,1,1,2,5,0
145,0,0,NULL,NULL,98,13,1,1,2,5,0
146,0,0,0,_,99,13,1,1,2,5,0
147,0,0,NULL,NULL,100,13,1,1,2,5,0
148,0,0,NULL,NULL,101,13,1,1,2,5,0
149,0,0,NULL,NULL,102,13,1,1,2,5,0
150,0,0,0,_,103,13,1,1,2,5,0
151,0,0,NULL,NULL,104,13,1,1,2,5,0
152,0,0,0,0,105,13,1,1,2,5,0
153,0,0,NULL,NULL,106,14,1,1,2,5,0
154,0,0,0,0,107,14,1,1,2,5,0
155,0,0,NULL,NULL,108,14,1,1,2,5,0
156,0,0,NULL,NULL,109,14,1,1,2,5,0
157,0,0,0,0,110,14,1,1,2,5,0
158,0,0,NULL,NULL,111,14,1,1,2,5,0
159,0,0,0,0,112,14,1,1,2,5,0
160,0,0,0,0,113,14,1,1,2,5,0
161,0,0,NULL,NULL,114,14,1,1,2,5,0
162,0,0,0,_,115,14,1,1,2,5,0
163,0,0,NULL,NULL,116,14,1,1,2,5,0
164,0,0,NULL,NULL,117,14,1,1,2,5,0
165,0,0,NULL,NULL,118,14,1,1,2,5,0
166,0,0,0,0,119,15,1,1,3,6,0
167,0,0,0,0,120,15,1,1,3,6,0
168,0,0,NULL,NULL,121,15,1,1,3,6,0
169,0,0,0,0,122,15,1,1,3,6,0
170,0,0,NULL,NULL,123,15,1,1,3,6,0
171,0,0,NULL,NULL,123,15,1,1,3,6,0
172,0,0,0,0,123,15,1,1,3,6,0
173,0,0,NULL,NULL,124,15,1,1,3,6,0
174,0,0,NULL,NULL,125,15,1,1,3,6,0
175,0,0,0,0,126,15,1,1,3,6,0
176,0,0,NULL,NULL,127,15,1,1,3,6,0
177,0,0,0,0,127,15,1,1,3,6,0
178,0,0,NULL,NULL,128,15,1,1,3,6,0
179,0,0,NULL,NULL,129,15,1,1,3,6,0
180,0,0,NULL,NULL,130,16,1,1,3,6,0
181,0,0,NULL,NULL,131,16,1,1,3,6,0
182,0,0,NULL,NULL,132,16,1,1,3,6,0
183,0,0,NULL,NULL,133,16,1,1,3,6,0
184,0,0,NULL,NULL,134,16,1,1,3,6,0
185,0,0,NULL,NULL,135,16,1,1,3,6,0
186,0,0,NULL,NULL,136,16,1,1,3,6,0
187,0,0,0,_,137,16,1,1,3,6,0
188,0,0,0,_,138,17,1,1,3,7,3
189,0,0,0,0,138,17,1,1,3,7,3
190,0,0,NULL,NULL,139,17,1,1,3,7,3
191,0,0,NULL,NULL,139,17,1,1,3,7,3
192,0,0,NULL,NULL,140,17,1,1,3,7,3
193,0,0,NULL,NULL,140,17,1,1,3,7,3
194,0,0,NULL,NULL,141,17,1,1,3,7,3
195,0,0,NULL,NULL,142,17,1,1,3,7,3
196,0,0,0,0,143,17,1,1,3,7,3
197,0,0,0,0,144,17,1,1,3,7,3
198,0,0,NULL,NULL,145,17,1,1,3,7,3
199,0,0,NULL,NULL,146,17,1,1,3,7,3
200,0,0,NULL,NULL,147,17,1,1,3,7,3
201,0,0,NULL,NULL,148,18,1,1,3,7,3
202,0,0,0,_,149,18,1,1,3,7,3
203,0,0,NULL,NULL,150,18,1,1,3,7,3
204,0,0,NULL,NULL,151,19,1,1,3,7,4
205,0,0,0,0,152,19,1,1,3,7,4
206,0,0,NULL,NULL,153,19,1,1,3,7,4
207,0,0,0,0,154,19,1,1,3,7,4
208,0,0,0,_,155,20,1,1,3,7,4
209,0,0,NULL,NULL,156,20,1,1,3,7,4
210,0,0,NULL,NULL,157,20,1,1,3,7,4
211,0,0,NULL,NULL,158,21,1,1,3,7,5
212,0,0,NULL,NULL,158,21,1,1,3,7,5
213,0,0,NULL,NULL,158,21,1,1,3,7,5
214,0,0,NULL,NULL,159,21,1,1,3,7,5
215,0,0,NULL,NULL,160,21,1,1,3,7,5
216,0,0,NULL,NULL,161,21,1,1,3,7,5
217,0,0,NULL,NULL,162,21,1,1,3,7,5
218,0,0,NULL,NULL,163,21,1,1,3,7,5
219,0,0,NULL,NULL,164,21,1,1,3,7,5
220,0,0,NULL,NULL,165,21,1,1,3,7,5
221,0,0,0,0,166,21,1,1,3,7,5
222,0,0,NULL,NULL,167,22,1,1,3,7,5
223,0,0,NULL,NULL,168,22,1,1,3,7,5
224,0,0,NULL,NULL,169,22,1,1,3,7,5
225,0,0,NULL,NULL,170,22,1,1,3,7,5
226,0,0,0,0,171,22,1,1,3,7,5
227,0,0,NULL,NULL,172,22,1,1,3,7,5
228,0,0,NULL,NULL,173,22,1,1,3,7,5
229,0,0,0,0,174,22,1,1,3,7,5
230,0,0,NULL,NULL,175,22,1,1,3,7,5
231,0,0,NULL,NULL,176,23,1,1,3,7,5
232,0,0,NULL,NULL,177,23,1,1,3,7,5
233,0,0,NULL,NULL,178,23,1,1,3,7,5
234,0,0,NULL,NULL,179,23,1,1,3,7,5
235,0,0,NULL,NULL,180,23,1,1,3,7,5
236,0,0,0,0,181,24,1,1,3,8,0
237,0,0,0,0,182,24,1,1,3,8,0
238,0,0,0,0,183,24,1,1,3,8,0
239,0,0,NULL,NULL,184,24,1,1,3,8,0
240,0,0,NULL,NULL,185,24,1,1,3,8,0
241,0,0,0,0,186,24,1,1,3,8,0
242,0,0,NULL,NULL,186,24,1,1,3,8,0
243,0,0,0,0,187,24,1,1,3,8,0
244,0,0,NULL,NULL,188,24,1,1,3,8,0
245,0,0,NULL,NULL,189,24,1,1,3,8,0
246,0,0,0,0,190,24,1,1,3,8,0
247,0,0,0,0,191,24,1,1,3,8,0
248,0,0,NULL,NULL,191,24,1,1,3,8,0
249,0,0,0,0,192,24,1,1,3,8,0
250,0,0,0,0,193,24,1,1,3,8,0
251,0,0,NULL,NULL,193,24,1,1,3,8,0
252,0,0,NULL,NULL,193,24,1,1,3,8,0
253,0,0,NULL,NULL,193,24,1,1,3,8,0
254,0,0,0,0,194,25,1,1,3,8,0
255,0,0,NULL,NULL,195,25,1,1,3,8,0
256,0,0,0,0,196,25,1,1,3,8,0
257,0,0,NULL,NULL,197,25,1,1,3,8,0
258,0,0,NULL,NULL,198,25,1,1,3,8,0
259,0,0,NULL,NULL,199,25,1,1,3,8,0
260,0,0,0,_,200,25,1,1,3,8,0
261,0,0,NULL,NULL,201,25,1,1,3,8,0
262,0,0,0,_,202,25,1,1,3,8,0
263,0,0,NULL,NULL,203,25,1,1,3,8,0
264,0,0,NULL,NULL,204,25,1,1,3,8,0
265,0,0,NULL,NULL,205,25,1,1,3,8,0
266,0,0,NULL,NULL,206,25,1,1,3,8,0
267,0,0,NULL,NULL,207,25,1,1,3,8,0
268,0,0,NULL,NULL,208,25,1,1,3,8,0
269,0,0,NULL,NULL,209,25,1,1,3,8,0
270,0,0,NULL,NULL,210,25,1,1,3,8,0
271,0,0,0,0,211,25,1,1,3,8,0
272,0,0,NULL,NULL,212,26,1,1,3,8,0
273,0,0,NULL,NULL,213,26,1,1,3,8,0
274,0,0,0,0,214,26,1,1,3,8,0
275,0,0,NULL,NULL,215,26,1,1,3,8,0
276,0,0,NULL,NULL,216,26,1,1,3,8,0
277,the school year,l'année scolaire,NULL,NULL,217,27,1,2,4,9,0
278,0,0,NULL,NULL,218,27,1,2,4,9,0
279,0,0,NULL,NULL,219,27,1,2,4,9,0
280,0,0,NULL,NULL,219,27,1,2,4,9,0
281,0,0,(US) a schedule,_,220,27,1,2,4,9,0
282,0,0,NULL,NULL,221,27,1,2,4,9,0
283,0,0,NULL,NULL,221,27,1,2,4,9,0
284,0,0,0,_,222,27,1,2,4,9,0
285,0,0,NULL,NULL,222,27,1,2,4,9,0
286,0,0,0,_,223,27,1,2,4,9,0
287,0,0,NULL,NULL,223,27,1,2,4,9,0
288,0,0,NULL,NULL,223,27,1,2,4,9,0
289,0,0,NULL,NULL,223,27,1,2,4,9,0
290,0,0,NULL,NULL,224,28,1,2,4,9,0
291,0,0,NULL,NULL,225,28,1,2,4,9,0
292,0,0,NULL,NULL,226,28,1,2,4,9,0
293,0,0,NULL,NULL,227,28,1,2,4,9,0
294,0,0,0,_,228,28,1,2,4,9,0
295,0,0,0,_,229,29,1,2,4,10,0
296,0,0,NULL,NULL,230,29,1,2,4,10,0
297,0,0,0,_,231,29,1,2,4,10,0
298,0,0,NULL,NULL,231,29,1,2,4,10,0
299,0,0,NULL,NULL,232,29,1,2,4,10,0
300,0,0,NULL,NULL,233,30,1,2,4,10,0
301,0,0,NULL,NULL,234,30,1,2,4,10,0
302,0,0,NULL,NULL,235,31,1,2,4,11,0
303,0,0,NULL,NULL,235,31,1,2,4,11,0
304,0,0,NULL,NULL,236,31,1,2,4,11,0
305,0,0,NULL,NULL,237,31,1,2,4,11,0
306,0,0,NULL,NULL,238,31,1,2,4,11,0
307,0,0,0,0,238,31,1,2,4,11,0
308,0,0,NULL,NULL,238,31,1,2,4,11,0
309,0,0,NULL,NULL,238,31,1,2,4,11,0
310,0,0,NULL,NULL,238,31,1,2,4,11,0
311,0,0,NULL,NULL,239,31,1,2,4,11,0
312,0,0,NULL,NULL,240,31,1,2,4,11,0
313,0,0,NULL,NULL,240,31,1,2,4,11,0
314,0,0,NULL,NULL,241,32,1,2,4,11,0
315,0,0,NULL,NULL,242,32,1,2,4,11,0
316,0,0,NULL,NULL,243,32,1,2,4,11,0
317,0,0,0,0,244,32,1,2,4,11,0
318,0,0,NULL,NULL,245,32,1,2,4,11,0
319,0,0,0,0,246,32,1,2,4,11,0
320,0,0,NULL,NULL,247,33,1,2,4,12,0
321,0,0,NULL,NULL,247,33,1,2,4,12,0
322,0,0,0,0,248,33,1,2,4,12,0
323,0,0,NULL,NULL,249,33,1,2,4,12,0
324,0,0,NULL,NULL,250,33,1,2,4,12,0
325,0,0,NULL,NULL,251,33,1,2,4,12,0
326,0,0,NULL,NULL,252,33,1,2,4,12,0
327,0,0,0,0,253,33,1,2,4,12,0
328,0,0,NULL,NULL,254,33,1,2,4,12,0
329,0,0,NULL,NULL,255,33,1,2,4,12,0
330,0,0,NULL,NULL,256,33,1,2,4,12,0
331,0,0,NULL,NULL,257,33,1,2,4,12,0
332,0,0,0,0,258,33,1,2,4,12,0
333,0,0,0,0,259,33,1,2,4,12,0
334,0,0,0,_,260,33,1,2,4,12,0
335,0,0,NULL,NULL,261,33,1,2,4,12,0
336,0,0,NULL,NULL,262,33,1,2,4,12,0
337,0,0,NULL,NULL,263,33,1,2,4,12,0
338,0,0,NULL,NULL,264,33,1,2,4,12,0
339,0,0,0,0,265,33,1,2,4,12,0
340,0,0,NULL,NULL,266,33,1,2,4,12,0
341,0,0,NULL,NULL,267,33,1,2,4,12,0
342,0,0,0,_,268,34,1,2,4,12,0
343,0,0,NULL,NULL,269,34,1,2,4,12,0
344,0,0,NULL,NULL,270,34,1,2,4,12,0
345,0,0,NULL,NULL,271,34,1,2,4,12,0
346,0,0,NULL,NULL,272,34,1,2,4,12,0
347,0,0,NULL,NULL,273,34,1,2,4,12,0
348,0,0,NULL,NULL,274,34,1,2,4,12,0
349,0,0,NULL,NULL,275,35,1,2,4,13,0
350,0,0,0,_,276,35,1,2,4,13,0
351,0,0,0,_,276,35,1,2,4,13,0
352,0,0,0,_,277,35,1,2,4,13,0
353,0,0,NULL,NULL,277,35,1,2,4,13,0
354,0,0,NULL,NULL,277,35,1,2,4,13,0
355,0,0,NULL,NULL,277,35,1,2,4,13,0
356,0,0,NULL,NULL,277,35,1,2,4,13,0
357,0,0,NULL,NULL,278,35,1,2,4,13,0
358,0,0,NULL,NULL,279,35,1,2,4,13,0
359,0,0,NULL,NULL,280,35,1,2,4,13,0
360,0,0,NULL,NULL,280,35,1,2,4,13,0
361,0,0,NULL,NULL,280,35,1,2,4,13,0
362,0,0,NULL,NULL,280,35,1,2,4,13,0
363,0,0,NULL,NULL,280,35,1,2,4,13,0
364,0,0,NULL,NULL,281,36,1,2,4,13,0
365,0,0,NULL,NULL,282,36,1,2,4,13,0
366,0,0,NULL,NULL,283,36,1,2,4,13,0
367,0,0,NULL,NULL,284,36,1,2,4,13,0
368,0,0,NULL,NULL,285,36,1,2,4,13,0
369,0,0,NULL,NULL,286,36,1,2,4,13,0
370,0,0,NULL,NULL,287,37,1,2,5,14,0
371,0,0,NULL,NULL,288,37,1,2,5,14,0
372,0,0,NULL,NULL,289,37,1,2,5,14,0
373,0,0,NULL,NULL,290,37,1,2,5,14,0
374,0,0,NULL,NULL,291,37,1,2,5,14,0
375,0,0,0,_,291,37,1,2,5,14,0
376,0,0,0,_,291,37,1,2,5,14,0
377,0,0,NULL,NULL,292,37,1,2,5,14,0
378,0,0,NULL,NULL,293,37,1,2,5,14,0
379,0,0,NULL,NULL,294,37,1,2,5,14,0
380,0,0,(US),0,295,37,1,2,5,14,0
381,0,0,NULL,NULL,296,37,1,2,5,14,0
382,0,0,NULL,NULL,297,37,1,2,5,14,0
383,0,0,NULL,NULL,298,37,1,2,5,14,0
384,0,0,NULL,NULL,299,37,1,2,5,14,0
385,0,0,NULL,NULL,299,37,1,2,5,14,0
386,0,0,NULL,NULL,299,37,1,2,5,14,0
387,0,0,NULL,NULL,299,37,1,2,5,14,0
388,0,0,0,0,300,37,1,2,5,14,0
389,0,0,NULL,NULL,301,37,1,2,5,14,0
390,0,0,NULL,NULL,302,37,1,2,5,14,0
391,0,0,NULL,NULL,303,37,1,2,5,14,0
392,0,0,0,_,304,37,1,2,5,14,0
393,0,0,NULL,NULL,305,37,1,2,5,14,0
394,0,0,NULL,NULL,306,37,1,2,5,14,0
395,0,0,NULL,NULL,307,38,1,2,5,14,0
396,0,0,NULL,NULL,308,38,1,2,5,14,0
397,0,0,NULL,NULL,309,38,1,2,5,14,0
398,0,0,NULL,NULL,310,38,1,2,5,14,0
399,0,0,NULL,NULL,311,38,1,2,5,14,0
400,0,0,NULL,NULL,312,39,1,2,5,15,0
401,0,0,NULL,NULL,313,39,1,2,5,15,0
402,0,0,NULL,NULL,313,39,1,2,5,15,0
403,0,0,NULL,NULL,314,39,1,2,5,15,0
404,0,0,NULL,NULL,315,39,1,2,5,15,0
405,0,0,0,0,316,39,1,2,5,15,0
406,0,0,0,0,317,39,1,2,5,15,0
407,0,0,NULL,NULL,317,39,1,2,5,15,0
408,0,0,0,_,318,39,1,2,5,15,0
409,0,0,NULL,NULL,318,39,1,2,5,15,0
410,0,0,NULL,NULL,319,39,1,2,5,15,0
411,0,0,NULL,NULL,319,39,1,2,5,15,0
412,0,0,0,_,319,39,1,2,5,15,0
413,0,0,NULL,NULL,320,39,1,2,5,15,0
414,0,0,NULL,NULL,321,40,1,2,5,15,0
415,0,0,NULL,NULL,322,40,1,2,5,15,0
416,0,0,0,_,323,41,1,2,6,16,0
417,0,0,0,_,324,41,1,2,6,16,0
418,0,0,NULL,NULL,324,41,1,2,6,16,0
419,0,0,NULL,NULL,324,41,1,2,6,16,0
420,0,0,NULL,NULL,325,41,1,2,6,16,0
421,0,0,NULL,NULL,326,41,1,2,6,16,0
422,0,0,NULL,NULL,326,41,1,2,6,16,0
423,0,0,NULL,NULL,326,41,1,2,6,16,0
424,0,0,NULL,NULL,326,41,1,2,6,16,0
425,0,0,NULL,NULL,327,41,1,2,6,16,0
426,0,0,NULL,NULL,328,41,1,2,6,16,0
427,0,0,0,_,329,41,1,2,6,16,0
428,0,0,NULL,NULL,330,41,1,2,6,16,0
429,0,0,0,0,331,41,1,2,6,16,0
430,0,0,NULL,NULL,332,41,1,2,6,16,0
431,0,0,NULL,NULL,333,41,1,2,6,16,0
432,0,0,NULL,NULL,334,41,1,2,6,16,0
433,0,0,0,0,335,41,1,2,6,16,0
434,0,0,NULL,NULL,336,41,1,2,6,16,0
435,0,0,NULL,NULL,337,41,1,2,6,16,0
436,0,0,NULL,NULL,338,41,1,2,6,16,0
437,0,0,NULL,NULL,338,41,1,2,6,16,0
438,0,0,NULL,NULL,338,41,1,2,6,16,0
439,0,0,NULL,NULL,339,41,1,2,6,16,0
440,0,0,NULL,NULL,340,41,1,2,6,16,0
441,0,0,NULL,NULL,341,41,1,2,6,16,0
442,0,0,NULL,NULL,342,41,1,2,6,16,0
443,0,0,0,_,343,41,1,2,6,16,0
444,0,0,NULL,NULL,344,41,1,2,6,16,0
445,0,0,NULL,NULL,345,41,1,2,6,16,0
446,0,0,NULL,NULL,346,41,1,2,6,16,0
447,0,0,NULL,NULL,347,41,1,2,6,16,0
448,0,0,0,_,348,41,1,2,6,16,0
449,0,0,NULL,NULL,349,41,1,2,6,16,0
450,0,0,NULL,NULL,350,41,1,2,6,16,0
451,0,0,NULL,NULL,351,41,1,2,6,16,0
452,0,0,NULL,NULL,352,42,1,2,6,16,0
453,0,0,NULL,NULL,353,42,1,2,6,16,0
454,0,0,NULL,NULL,354,43,1,2,6,17,0
455,0,0,NULL,NULL,355,43,1,2,6,17,0
456,0,0,NULL,NULL,356,43,1,2,6,17,0
457,0,0,NULL,NULL,357,43,1,2,6,17,0
458,0,0,NULL,NULL,358,43,1,2,6,17,0
459,0,0,NULL,NULL,358,43,1,2,6,17,0
460,0,0,NULL,NULL,358,43,1,2,6,17,0
461,0,0,0,0,359,43,1,2,6,17,0
462,0,0,NULL,NULL,359,43,1,2,6,17,0
463,0,0,NULL,NULL,360,43,1,2,6,17,0
464,0,0,NULL,NULL,361,43,1,2,6,17,0
465,0,0,NULL,NULL,362,43,1,2,6,17,0
466,0,0,NULL,NULL,363,43,1,2,6,17,0
467,0,0,0,_,364,44,1,2,6,17,0
468,0,0,NULL,NULL,365,44,1,2,6,17,0
469,0,0,NULL,NULL,366,44,1,2,6,17,0
470,0,0,0,_,367,44,1,2,6,17,0
471,0,0,NULL,NULL,368,44,1,2,6,17,0
472,0,0,NULL,NULL,369,44,1,2,6,17,0
473,0,0,NULL,NULL,370,44,1,2,6,17,0
474,0,0,NULL,NULL,371,44,1,2,6,17,0
475,0,0,NULL,NULL,372,44,1,2,6,17,0
476,0,0,NULL,NULL,373,45,1,2,6,18,0
477,0,0,NULL,NULL,374,45,1,2,6,18,0
478,0,0,NULL,NULL,375,45,1,2,6,18,0
479,0,0,NULL,NULL,376,45,1,2,6,18,0
480,0,0,NULL,NULL,377,45,1,2,6,18,0
481,0,0,NULL,NULL,378,45,1,2,6,18,0
482,0,0,NULL,NULL,379,45,1,2,6,18,0
483,0,0,0,_,380,45,1,2,6,18,0
484,0,0,NULL,NULL,381,46,1,2,6,18,0
485,0,0,0,0,382,46,1,2,6,18,0
486,0,0,0,0,383,46,1,2,6,18,0
487,0,0,NULL,NULL,384,46,1,2,6,18,0
488,0,0,0,0,385,46,1,2,6,18,0
489,0,0,NULL,NULL,386,46,1,2,6,18,0
490,0,0,NULL,NULL,387,46,1,2,6,18,0
491,0,0,NULL,NULL,388,46,1,2,6,18,0
492,0,0,NULL,NULL,389,46,1,2,6,18,0
493,0,0,NULL,NULL,390,47,1,2,6,18,0
494,0,0,NULL,NULL,391,47,1,2,6,18,0
495,0,0,NULL,NULL,392,47,1,2,6,18,0
496,0,0,NULL,NULL,393,47,1,2,6,18,0
497,0,0,NULL,NULL,394,47,1,2,6,18,0
498,0,0,NULL,NULL,395,47,1,2,6,18,0
499,0,0,NULL,NULL,396,47,1,2,6,18,0
500,0,0,NULL,NULL,397,47,1,2,6,18,0
501,0,0,NULL,NULL,398,47,1,2,6,18,0
502,0,0,NULL,NULL,399,48,1,2,6,19,6
503,0,0,NULL,NULL,400,48,1,2,6,19,6
504,0,0,NULL,NULL,401,48,1,2,6,19,6
505,0,0,0,0,401,48,1,2,6,19,6
506,0,0,NULL,NULL,402,48,1,2,6,19,6
507,0,0,NULL,NULL,403,48,1,2,6,19,6
508,0,0,NULL,NULL,404,49,1,2,6,19,6
509,0,0,0,_,405,49,1,2,6,19,6
510,0,0,0,0,406,49,1,2,6,19,6
511,0,0,NULL,NULL,407,49,1,2,6,19,6
512,0,0,NULL,NULL,408,49,1,2,6,19,6
513,0,0,NULL,NULL,409,49,1,2,6,19,6
514,0,0,NULL,NULL,410,49,1,2,6,19,6
515,0,0,NULL,NULL,411,49,1,2,6,19,6
